"Old Ref ID"	"Ref ID"	"Record Last Updated (dd/mm/yyyy)"	"Operator (or Applicant)"	"Site Name"	"Technology Type"	"Storage Type"	"Storage Co-location REPD Ref ID"	"Installed Capacity (MWelec)"	"CHP Enabled"	"RO Banding (ROC/MWh)"	"FiT Tariff (p/kWh)"	"CfD Capacity (MW)"	"Turbine Capacity (MW)"	"No. of Turbines"	"Height of Turbines (m)"	"Mounting Type for Solar"	"Development Status"	"Development Status (short)"	"Address"	"County"	"Region"	"Country"	"Post Code"	"X-coordinate"	"Y-coordinate"	"Planning Authority"	"Planning Application Reference"	"Appeal Reference"	"Secretary of State Reference"	"Type of Secretary of State Intervention"	"Judicial Review"	"Offshore Wind Round"	"Planning Application Submitted"	"Planning Application Withdrawn"	"Planning Permission Refused"	"Appeal Lodged"	"Appeal Withdrawn"	"Appeal Refused"	"Appeal Granted"	"Planning Permission Granted"	"Secretary of State - Intervened"	"Secretary of State - Refusal"	"Secretary of State - Granted"	"Planning Permission Expired"	"Under Construction"	"Operational"	"Sites"
"S0005W2"	3298	2011-08-08	"RWE npower"	"An Suidhe"	"Wind Onshore"	NA	NA	19.3	"n/a"	NA	NA	NA	"0.9"	"23"	NA	"n/a"	"Operational"	"Operational"	"Dalmally, Strathclyde. PA33   On the eastern shore of Loch Awe"	"Strathclyde"	"Scotland"	"Scotland"	NA	200483	707563	"Argyll and Bute Council"	"05/01711/VARCON"	NA	NA	NA	NA	NA	2005-08-22	NA	NA	NA	NA	NA	NA	2005-10-21	NA	NA	NA	NA	2007-06-01	2010-08-04	1
"S0006W2"	3299	2011-02-10	"PowerGen and Natural Power"	"Roughside Hill"	"Wind Onshore"	NA	NA	30	"n/a"	NA	NA	NA	"1.25"	"24"	NA	"n/a"	"Operational"	"Operational"	"Roughside Moss, Peebles"	"Borders"	"Scotland"	"Scotland"	NA	333000	646200	"Scottish Borders Council"	"00/00371/FUL"	NA	NA	NA	NA	NA	2000-03-23	NA	NA	NA	NA	NA	NA	2000-08-14	NA	NA	NA	NA	NA	2002-09-15	1
"S0007W2"	3300	2013-10-08	"PowerGen and  Natural Power Consultants Ltd"	"Bowbeat Wind Farm"	"Wind Onshore"	NA	NA	31.2	"n/a"	NA	NA	NA	"1.3"	"24"	NA	"n/a"	"Operational"	"Operational"	"Roughside Hill and Emily Bank, Peebles"	"Lothian"	"Scotland"	"Scotland"	NA	329600	647500	"Midlothian Council"	NA	NA	NA	NA	NA	NA	2000-03-23	NA	NA	NA	NA	NA	NA	2000-08-14	NA	NA	NA	NA	NA	2002-09-05	1
"S0010W1"	3301	2011-04-11	"Trigen"	"Hagshaw Hill Wind Farm"	"Wind Onshore"	NA	NA	7.8	"n/a"	NA	NA	NA	"0.6"	"13"	NA	"n/a"	"Operational"	"Operational"	"The site lies 4km west of Douglas"	"Strathclyde"	"Scotland"	"Scotland"	NA	278980	630740	"South Lanarkshire Council"	NA	NA	NA	NA	NA	NA	1994-05-13	NA	NA	NA	NA	NA	NA	1994-11-02	NA	NA	NA	NA	NA	1995-11-01	1
"S0012W1"	3302	2011-10-30	"Windcluster Ltd"	"Laggan Windcluster"	"Wind Onshore"	NA	NA	2.977	"n/a"	NA	NA	NA	"0"	"0"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land at Island and Corrary Farms"	"Strathclyde"	"Scotland"	"Scotland"	NA	132700	657200	"Argyll and Bute Council"	"01/95/00461"	NA	NA	NA	NA	NA	1995-05-18	NA	1999-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"S0028W3"	3305	2004-07-27	"Private Developer"	"Meall Mhor Wind Farm"	"Wind Onshore"	NA	NA	2.233	"n/a"	NA	NA	NA	"0"	"0"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Kintarbert, Argyll"	"Strathclyde"	"Scotland"	"Scotland"	NA	183500	674400	"Argyll and Bute Council"	"00/01330/DET"	NA	NA	NA	NA	NA	NA	2004-07-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"S0030W3"	3306	2010-02-02	"Arnish Electric Ltd / Farm Energy"	"Arnish Moor"	"Wind Onshore"	NA	NA	3.9	"n/a"	NA	NA	NA	"1.3"	"3"	NA	"n/a"	"Operational"	"Operational"	"Nr Stornaway, Isle of Lewis"	"Western Isles"	"Scotland"	"Scotland"	NA	139155	929460	"Comhairle nan Eilean Siar Council"	NA	NA	NA	NA	NA	NA	2001-06-01	NA	NA	NA	NA	NA	NA	2001-09-01	NA	NA	NA	NA	2006-12-01	2006-12-01	1
"S0034W3"	3307	2009-10-05	"Orkney Sustainable Energy"	"Burgar Hill"	"Wind Onshore"	NA	NA	5	"n/a"	NA	NA	NA	"2.5"	"2"	NA	"n/a"	"Operational"	"Operational"	"Evie, Orkney"	"Orkney Islands"	"Scotland"	"Scotland"	NA	334300	1026200	"Orkney Islands Council"	NA	NA	NA	NA	NA	NA	1997-02-13	NA	NA	NA	NA	NA	NA	1997-07-07	NA	NA	NA	NA	NA	2006-12-01	1
"S0035W3"	3308	2009-10-05	"Vestas"	"Thorfinn Wind Farm - NM2000"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"1.1499999999999999"	"2"	NA	"n/a"	"Operational"	"Operational"	"Burgar Hill and the Wards, Evie, Orkney"	"Orkney Islands"	"Scotland"	"Scotland"	"KW17 2PJ"	334790	1025240	"Orkney Islands Council"	"02/189/PPF"	NA	NA	NA	NA	NA	1998-10-23	NA	NA	NA	NA	NA	NA	1999-11-22	NA	NA	NA	NA	NA	2000-04-01	1
"S0036W3"	3309	2010-06-09	"Fivestone Ltd (subsidiary of Abbey Produce)"	"Hill of Lybster"	"Wind Onshore"	NA	NA	4.9	"n/a"	NA	NA	NA	"1.3"	"4"	NA	"n/a"	"Operational"	"Operational"	"Forss Phase 2, Caithness"	"Highland"	"Scotland"	"Scotland"	NA	302000	969500	"Highland Council"	"CA2001030"	NA	NA	NA	NA	NA	2000-04-28	NA	NA	NA	NA	NA	NA	2001-06-22	NA	NA	NA	NA	NA	2003-02-08	1
"S0038W3"	3310	2009-10-05	"Shetland Aerogenerators"	"Burradale Hill"	"Wind Onshore"	NA	NA	3.68	"n/a"	NA	NA	NA	"0.75"	"5"	NA	"n/a"	"Operational"	"Operational"	"Lerwick, Shetland, N Isles"	"Shetland Islands"	"Scotland"	"Scotland"	NA	442500	1142500	"Shetland Islands Council"	NA	NA	NA	NA	NA	NA	1993-10-08	NA	NA	NA	NA	NA	NA	1994-02-03	NA	NA	NA	NA	NA	2000-12-16	1
"S0045W3"	3311	2016-02-15	"Green Investment Bank  (Blackrock)"	"Glens of Foudland"	"Wind Onshore"	NA	NA	26	"n/a"	NA	NA	NA	"1.3"	"20"	NA	"n/a"	"Operational"	"Operational"	"Bognie Estate, Upper Milburn, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	NA	361900	837400	"Aberdeenshire Council"	"SO10069PF"	NA	NA	NA	NA	NA	2001-01-23	NA	NA	NA	NA	NA	NA	2001-10-04	NA	NA	NA	NA	NA	2005-07-22	1
"B1037"	3317	2019-12-16	"BayWa r.e. (formerly Forsa)"	"Whitelaw Brae Wind Farm"	"Wind Onshore"	NA	NA	50.4	"n/a"	NA	NA	NA	"3.6"	"14"	"133.5"	"n/a"	"Appeal Granted"	"Awaiting Construction"	"Whitelaw Brae Wind Farm, Tweedsmuir, Biggar, Strathclyde"	"Scottish Borders"	"Scotland"	"Scotland"	"ML12 6QS"	306039	621476	"Scottish Government (S36)"	"EC00002090"	"WIN-140-4"	NA	NA	NA	NA	2015-01-19	NA	NA	2015-11-25	NA	NA	2017-12-07	2017-12-07	NA	NA	NA	NA	NA	NA	1
"C1563"	3320	2013-11-14	"Gartly Wind Partnership"	"Hill of Corksie - resubmission"	"Wind Onshore"	NA	NA	7.2	"n/a"	NA	NA	NA	"0.9"	"8"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Hill of Corskie
Gartly
 Huntly"	"Grampian"	"Scotland"	"Scotland"	NA	354484	832718	"Aberdeenshire Council"	"APP/2013/2063"	NA	NA	NA	NA	NA	2013-07-03	2013-10-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C1708"	3321	2015-01-05	"Windflow UK"	"New Holland"	"Wind Onshore"	NA	NA	1	"n/a"	NA	NA	NA	"0.5"	"2"	NA	"n/a"	"Operational"	"Operational"	"Land Near New Holland, Stratheast Road, Holm, Orkney, Orkney Isles"	"Orkney Islands"	"Scotland"	"Scotland"	"KW17 2SA"	350053	1003214	"Orkney Islands Council"	"13/261/TPP"	NA	NA	NA	NA	NA	2013-07-29	NA	NA	NA	NA	NA	NA	2013-11-06	NA	NA	NA	NA	NA	2014-10-20	1
"C2477"	3339	2015-01-08	"Tellus Energy Ltd"	"Arbikie Wind Cluster"	"Wind Onshore"	NA	NA	2.4	"n/a"	NA	NA	NA	"0.8"	"3"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land 900M West Of Rossie School Mountboy Montrose"	"Tayside"	"Scotland"	"Scotland"	NA	365471	753772	"Angus Council"	"13/01069/EIAL"	NA	NA	NA	NA	NA	2013-12-09	2014-12-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C0700"	3340	2014-01-19	"Private Developer"	"Ascog Farm Wind Turbines"	"Wind Onshore"	NA	NA	2.7	"n/a"	NA	NA	NA	"0.9"	"3"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Ascog Farm, Balmory Road, Ascog, Isle Of Bute, Argyll And Bute"	"Strathclyde"	"Scotland"	"Scotland"	"PA20 9LL"	210349	663052	"Argyll and Bute Council"	"12/02202/PP"	"PPA-130-2032"	NA	NA	NA	NA	2012-10-29	NA	2013-05-23	NA	NA	2013-12-04	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2409"	3342	2016-08-02	"Green Cat Renewables"	"Blair Data Centre"	"Wind Onshore"	NA	NA	13.8	"n/a"	NA	NA	NA	"2.2999999999999998"	"6"	"100"	"n/a"	"Appeal Refused"	"Application Refused"	"Blair Farm, Glasgow Road, Kilmarnock"	"East Ayrshire"	"Scotland"	"Scotland"	"KA3 6ES"	248677	647358	"East Ayrshire Council"	"15/0173/PP"	"PPA-190-2057"	NA	NA	NA	NA	2015-03-31	NA	NA	2016-03-17	NA	2016-07-12	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2396"	3343	2016-05-27	"Vento Ludens"	"Brown Muir Wind Farm (resubmission)"	"Wind Onshore"	NA	NA	36	"n/a"	0.9	NA	NA	"3"	"12"	"126"	"n/a"	"Appeal Refused"	"Application Refused"	"Land At Brown Muir Blackhills Elgin Moray"	"Grampian"	"Scotland"	"Scotland"	NA	327075	854781	"Moray Council"	"14/02090/EIA"	"PPA-300-2044"	NA	NA	NA	NA	2014-11-10	NA	2015-09-18	2015-12-15	NA	2016-05-26	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2401"	3345	2014-12-23	"Wpd Scotland Limited"	"Cnoc Morail"	"Wind Onshore"	NA	NA	11.5	"n/a"	NA	NA	NA	"2.2999999999999998"	"5"	"99.5"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land 1200M NW Of Acharole 18 West Watten Watten"	"Highland"	"Scotland"	"Scotland"	NA	322300	952950	"Highland Council"	"14/04375/FUL"	NA	NA	NA	NA	NA	2014-11-21	NA	2016-01-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B0358"	3347	2014-01-31	"West Coast Energy"	"Dodd Hill"	"Wind Onshore"	NA	NA	12.5	"n/a"	NA	NA	NA	"2.5"	"5"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Dodd Hill, Tealing, Angus"	"Tayside"	"Scotland"	"Scotland"	NA	345500	739500	"Angus Council"	"12/00490/EIAL"	NA	NA	NA	NA	NA	2012-05-23	NA	2013-03-14	NA	NA	2013-12-06	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2144"	3348	2014-01-30	"Gartly Wind Partnership"	"Hill of Corskie - resubmission 2"	"Wind Onshore"	NA	NA	4.5	"n/a"	NA	NA	NA	"0.9"	"5"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Hill of Corskie
Gartly
 Huntly"	"Grampian"	"Scotland"	"Scotland"	NA	354445	832682	"Aberdeenshire Council"	"APP/2013/3216"	NA	NA	NA	NA	NA	2013-10-14	NA	2014-01-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B0607"	3350	2014-01-30	"Lomond Energy"	"Milnathort Community Wind Cluster"	"Wind Onshore"	NA	NA	2.4	"n/a"	NA	NA	NA	"0.8"	"3"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Land At Tillyrie Hill Milnathort"	"Tayside"	"Scotland"	"Scotland"	NA	310140	708595	"Perth and Kinross Council"	"12/01765/FLL"	"13/00012/REF"	NA	NA	NA	NA	2012-10-03	NA	2013-08-07	NA	NA	2014-01-07	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2479"	3353	2014-11-06	"Ore Valley Housing
Association"	"Wester Durie Farm"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"2.2999999999999998"	"1"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land South Of Wester Durie Farm Durie Leven Fife"	"Fife"	"Scotland"	"Scotland"	NA	336257	701912	"Fife Council"	"13/03643/EIA"	NA	NA	NA	NA	NA	2013-12-06	NA	2014-08-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B1257"	3357	2016-06-23	"Airvolution Energy"	"J2a"	"Wind Onshore"	NA	NA	4.7	"n/a"	NA	NA	NA	"2.35"	"2"	NA	"n/a"	"Abandoned"	"Abandoned"	"east of the M90 at Junction 2a"	"Fife"	"Scotland"	"Scotland"	NA	314375	687820	"Fife Council"	"14/00316/EIA"	NA	NA	NA	NA	NA	2014-01-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C1682"	3362	2014-12-05	"Ventus Renewables Ltd"	"Ardlawhill Wood Wind Turbines - resubmission"	"Wind Onshore"	NA	NA	1	"n/a"	NA	NA	NA	"0.5"	"2"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land at
Ardlawhill Wood
 New Aberdour
 Fraserburgh"	"Grampian"	"Scotland"	"Scotland"	NA	387725	861054	"Aberdeenshire Council"	"APP/2013/2188"	NA	NA	NA	NA	NA	2013-07-16	NA	2014-11-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C1688"	3363	2014-03-03	"Longhill Wind Farm Ltd"	"PATES HILL WIND FARM Extension"	"Wind Onshore"	NA	NA	6	"n/a"	NA	NA	NA	"3"	"2"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"PATESHILL WIND FARM, HARBURN, WEST CALDER"	"Lothian"	"Scotland"	"Scotland"	NA	298919	658264	"West Lothian Council"	"0466/FUL/13"	NA	NA	NA	NA	NA	2013-07-11	2014-01-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2220"	3364	2014-03-03	"Intelligent Land Investments"	"Low Ugadale Farm"	"Wind Onshore"	NA	NA	1.5	"n/a"	NA	NA	NA	"0.75"	"2"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land North West Of Low Ugadale Farm Campbeltown Argyll And Bute"	"Strathclyde"	"Scotland"	"Scotland"	NA	177137	629136	"Argyll and Bute Council"	"13/01146/PP"	NA	NA	NA	NA	NA	2013-10-16	2014-01-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2637"	3367	2015-01-06	"Crofts Farm Renewables Ltd"	"Crofts Farm"	"Wind Onshore"	NA	NA	1	"n/a"	NA	NA	NA	"0.5"	"2"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land 625M To The North Of Crofts Farm Carmyllie"	"Tayside"	"Scotland"	"Scotland"	NA	357247	744495	"Angus Council"	"14/00049/FULL"	NA	NA	NA	NA	NA	2014-01-23	NA	2014-12-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"IF1329"	3370	2015-04-28	"Messrs Stevenson, Watson and Brunton"	"Bonerbo Wind Turbines (resubmission)"	"Wind Onshore"	NA	NA	1.5	"n/a"	NA	NA	NA	"0.5"	"3"	NA	"n/a"	"Operational"	"Operational"	"Balmonth And Drumrack Farms Bonerbo Dunino Fife"	"Fife"	"Scotland"	"Scotland"	NA	353841	707688	"Fife Council"	"12/02748/FULL"	NA	NA	NA	NA	NA	2012-07-10	NA	NA	NA	NA	NA	NA	2013-05-14	NA	NA	NA	NA	2014-02-11	2014-12-15	1
"C2765"	3371	2020-01-02	"RES UK & Ireland"	"Aberarder Wind Farm"	"Wind Onshore"	NA	NA	49.9	"n/a"	NA	NA	NA	"3"	"12"	"130"	"n/a"	"Appeal Granted"	"Awaiting Construction"	"Land 4.5km South East Of Aberarder House Aberarder Inverness"	"Highland"	"Scotland"	"Scotland"	"IV2 6UE"	264839	820696	"Highland Council"	"15/00737/FUL"	"PPA-270-2158"	NA	NA	NA	NA	2015-03-03	NA	2016-04-19	2016-07-14	NA	NA	2017-04-07	2017-04-07	NA	NA	NA	NA	NA	NA	1
"C2732"	3373	2019-09-27	"Wind Harvest"	"Beinn Mheadhonach"	"Wind Onshore"	NA	NA	4	"n/a"	NA	NA	NA	"1"	"4"	"99.5"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Land 1600M NE Of Sumardale Cro, Struan, Isle Of Skye, Highlands"	"Highland"	"Scotland"	"Scotland"	"IV56 8FY"	139317	837466	"Highland Council"	"18/03214/FUL"	NA	NA	NA	NA	NA	2018-07-10	NA	NA	NA	NA	NA	NA	2019-08-20	NA	NA	NA	2022-08-20	NA	NA	1
"C2664"	3374	2014-12-05	"Dykehead Renewables Ltd"	"Dykehead Farm wind turbine 3"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"2.2999999999999998"	"1"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Dykehead Farm Chapelton ML10 6SL"	"Strathclyde"	"Scotland"	"Scotland"	NA	266054	647976	"South Lanarkshire Council"	"EK/14/0014"	NA	NA	NA	NA	NA	2014-01-23	2014-04-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B1277"	3375	2017-11-30	"Scottish and Southern Energy (SSE)"	"Hadyard Hill extension"	"Wind Onshore"	NA	NA	88	"n/a"	NA	NA	NA	"4"	"22"	"126.5"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Hadyard Hill, east of Girvan, South Ayrshire"	"Strathclyde"	"Scotland"	"Scotland"	NA	227000	599000	"Scottish Government (S36)"	"EC00003118"	NA	NA	NA	NA	NA	2015-04-22	2017-11-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B1267"	3380	2014-03-21	"North British Windpower Ltd"	"Phase 1 Bettyhill Wind Farm"	"Wind Onshore"	NA	NA	5	"n/a"	NA	NA	NA	"2.5"	"2"	NA	"n/a"	"Operational"	"Operational"	"Skelpick Estate, Thurso KW14 7TA"	"Highland"	"Scotland"	"Scotland"	NA	272326	962920	"Highland Council"	"07/00448/FULSU"	NA	NA	NA	NA	NA	2007-11-09	NA	NA	NA	NA	NA	NA	2011-08-31	NA	NA	NA	NA	NA	2013-06-04	1
"C2795"	3383	2018-10-25	"Green Energy Wind"	"Neilston Additional Wind Turbine"	"Wind Onshore"	NA	NA	2.5	"n/a"	NA	NA	NA	"2.5"	"1"	NA	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Field East Of Neilston Community Windfarm Neilston East Renfrewshire"	"Strathclyde"	"Scotland"	"Scotland"	NA	245747	653929	"East Renfrewshire Council"	"2014/0130/TP"	NA	NA	NA	NA	NA	2014-03-05	NA	NA	NA	NA	NA	NA	2015-11-04	NA	NA	NA	2018-11-04	NA	NA	1
"B1304"	3385	2014-12-05	"RES"	"Crutherland Farm Wind Turbine"	"Wind Onshore"	NA	NA	2	"n/a"	NA	NA	NA	"2"	"1"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Crutherland Farm, East Kilbride"	"Strathclyde"	"Scotland"	"Scotland"	NA	266312	651530	"South Lanarkshire Council"	"EK/14/0111"	NA	NA	NA	NA	NA	2014-04-22	NA	2014-11-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B0801"	3387	2019-06-10	"Scottish Power Renewables"	"Beinn an Tuirc Windfarm Phase 3"	"Wind Onshore"	NA	NA	49.9	"n/a"	NA	NA	NA	"2"	"19"	NA	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Beinn An Tuirc Windfarm, Land At Meall Buidhe And South, A Chruach West Of Saddell Kin, Campbeltown, Strathclyde, Scotland"	"Strathclyde"	"Scotland"	"Scotland"	"PA28"	172270	633925	"Argyll and Bute Council"	"15/03057/PP"	NA	NA	NA	NA	NA	2015-11-03	NA	NA	NA	NA	NA	NA	2017-02-23	NA	NA	NA	2020-02-23	NA	NA	1
"C0716"	3388	2018-04-30	"North British Wind / Invenergy"	"Balunton Wind Farm"	"Wind Onshore"	NA	NA	27	"n/a"	NA	NA	NA	"3"	"9"	"125"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Balunton Wind Farm, Glentrool, Newton Stewart"	"Dumfries and Galloway"	"Scotland"	"Scotland"	"DG8 6"	234665	580679	"Dumfries and Galloway Council"	"15/P/1/0189"	NA	NA	NA	NA	NA	2015-08-12	2018-04-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"AA123"	3396	2018-04-03	"Green Cat Renewables"	"Welton Of Creuchies"	"Wind Onshore"	NA	NA	9.2	"n/a"	NA	NA	NA	"2.2999999999999998"	"4"	NA	"n/a"	"Operational"	"Operational"	"Alyth, Blairgowrie"	"Tayside"	"Scotland"	"Scotland"	NA	321622	750192	"Perth and Kinross Council"	"10/00876/FLL"	NA	NA	NA	NA	NA	2010-05-17	NA	2011-03-21	2011-06-29	NA	NA	2012-07-06	2012-07-06	NA	NA	NA	NA	2017-07-19	2018-01-23	1
"AA138"	3397	2012-01-27	"Standingfauld Wind Energy Limited"	"Standingfauld Farm"	"Wind Onshore"	NA	NA	20	"n/a"	NA	NA	NA	"2.5"	"8"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"S/Of Standingfauld Farm, Muthill, Crieff, Tayside, PH5 2BU"	"Tayside"	"Scotland"	"Scotland"	NA	286763	713456	"Perth and Kinross Council"	"09/02212/FLM"	"11/00017/REF"	NA	NA	NA	NA	2009-12-21	NA	2011-05-02	NA	NA	2011-12-15	NA	NA	NA	NA	NA	NA	NA	NA	1
"B1307"	3398	2016-04-28	"Macphie Of Glenbervie Ltd"	"Droop Hill Wind Farm x"	"Wind Onshore"	NA	NA	4.6	"n/a"	NA	NA	NA	"2.2999999999999998"	"2"	NA	"n/a"	"Operational"	"Operational"	"Stonehaven AB39 3YA"	"Grampian"	"Scotland"	"Scotland"	NA	375708	781360	"Aberdeenshire Council"	"APP/2009/1484"	NA	NA	NA	NA	NA	2009-05-28	NA	NA	NA	NA	NA	NA	2013-04-24	NA	NA	NA	NA	2013-09-08	2014-07-01	1
"A0360"	3401	2011-06-23	"Private Developer"	"Cairn Hill"	"Wind Onshore"	NA	NA	2.4	"n/a"	NA	NA	NA	"0.8"	"3"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Cairnhill, Aberdeenshire"	"Aberdeenshire"	"Scotland"	"Scotland"	NA	268245	598692	"Aberdeenshire Council"	"APP/2010/1147"	NA	NA	NA	NA	NA	2010-04-09	NA	2010-11-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"A0361"	3402	2011-11-28	"Scottish and Southern Energy (SSE)"	"Burnside of Idoch"	"Wind Onshore"	NA	NA	3.2	"n/a"	NA	NA	NA	"0.8"	"4"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Turriff, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	"AB53 8DY"	377164	848646	"Aberdeenshire Council"	"APP/2010/0405"	"PPA-110-2070"	NA	NA	NA	NA	2010-02-12	NA	2010-11-12	NA	NA	2011-02-14	NA	NA	NA	NA	NA	NA	NA	NA	1
"A0363"	3403	2011-09-14	"Private Developer"	"Denhill"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"2.2999999999999998"	"1"	NA	"n/a"	"Operational"	"Operational"	"St Katherine's, Inverurie, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	"AB51 8SU"	379611	835693	"Aberdeenshire Council"	"APP/2006/3651"	NA	NA	NA	NA	NA	2006-09-15	NA	NA	NA	NA	NA	NA	2009-06-05	NA	NA	NA	NA	2010-05-01	2011-06-01	1
"A0364"	3404	2011-09-13	"Private Developer"	"Haddo"	"Wind Onshore"	NA	NA	4.6	"n/a"	NA	NA	NA	"2.2999999999999998"	"2"	NA	"n/a"	"Operational"	"Operational"	"Methlick, Ellon, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	"AB41 7DX"	381628	837639	"Aberdeenshire Council"	"APP/2006/3637"	NA	NA	NA	NA	NA	2006-09-15	NA	NA	NA	NA	NA	NA	2009-06-24	NA	NA	NA	NA	2010-05-01	2011-05-25	1
"A0368"	3405	2011-09-05	"Private Developer"	"Gairnieston Farm"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"2.2999999999999998"	"1"	NA	"n/a"	"Operational"	"Operational"	"Turriff, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	"AB53 5RP"	374750	856031	"Aberdeenshire Council"	"APP/2007/3775"	NA	NA	NA	NA	NA	2007-09-19	NA	NA	NA	NA	NA	NA	2009-07-31	NA	NA	NA	NA	2010-05-01	2010-11-01	1
"AA287"	3407	2012-02-23	"Greenspan Electric Cairnmore Ltd"	"Cairnmore Extension"	"Wind Onshore"	NA	NA	4.25	"n/a"	NA	NA	NA	"0.85"	"5"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Rhynie, Huntly, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	NA	348337	827042	"Aberdeenshire Council"	"APP/2011/0545"	NA	NA	NA	NA	NA	2011-02-22	NA	2012-01-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"AA001"	3408	2010-05-21	NA	"Burgar Hill (land Near), Evie"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"2.5"	"1"	NA	"n/a"	"Operational"	"Operational"	"Evie, Orkney"	"Orkney Islands"	"Scotland"	"Scotland"	NA	334300	1026200	"Orkney Islands Council"	"07/422/PPF"	NA	NA	NA	NA	NA	2007-07-09	NA	NA	NA	NA	NA	NA	2008-12-04	NA	NA	NA	NA	NA	2009-11-01	1
"AA546"	3410	2011-11-08	"Renewable Energy Ventures"	"Burnside Wind Cluster"	"Wind Onshore"	NA	NA	6.9	"n/a"	NA	NA	NA	"2.2999999999999998"	"3"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land to West of
Blackhills Farm
Cushnie
Alford"	"Grampian"	"Scotland"	"Scotland"	NA	350765	807913	"Aberdeenshire Council"	"APP/2011/0174"	NA	NA	NA	NA	NA	2011-02-07	2011-06-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
